,embedding,model
189,"[1.5259930748910528, -6.414153718154727]",3
190,"[3.5074539477751716, 1.1056562738123268]",3
191,"[4.004920662853059, 1.1232717290088288]",3
192,"[0.6893624119174311, -8.246065447409304]",3
193,"[8.480164956988402, 7.0051827767871595]",3
194,"[-0.487790766870959, 3.2197114417573616]",3
195,"[0.9048393718064162, -6.911331130028721]",3
196,"[-6.556809814009219, 6.790391121515333]",3
197,"[4.7207495546586875, 6.258017866854131]",3
198,"[0.29051579947905476, 3.1571481206717245]",3
199,"[1.5968829863062006, -7.5346817780795625]",3
200,"[8.297309639033319, -4.975311012640443]",4
201,"[9.261871559665835, -11.946719019618879]",4
202,"[1.3963162520936379, -11.875671511186342]",4
203,"[1.7869076353481825, -11.86539937362923]",4
204,"[3.079777500549664, -10.755670914644556]",4
205,"[3.6601799169810603, -10.008092724073588]",4
206,"[5.334563004237833, -9.537448579979316]",4
207,"[8.179962597612715, 8.305374695266954]",4
208,"[8.016231470538736, 9.089846932406859]",4
209,"[6.678915402564089, 1.9551197965613103]",4
210,"[8.105190319613985, 2.363580255844487]",4
211,"[9.322983469904361, 2.429728818444604]",4
212,"[9.27252712623579, 2.574690105195345]",4
213,"[9.062386154090362, 2.933944582671224]",4
214,"[8.266572561254868, 0.4733710456799939]",4
215,"[8.360082051528387, 4.249917637175539]",4
216,"[6.369403633746595, -3.751901022003181]",4
217,"[4.899044003763819, -9.180513773609857]",4
218,"[2.4338846428873175, -9.641438433433866]",4
219,"[5.299203928134846, 0.7640161500191952]",4
220,"[7.530401673655409, 3.833027647245193]",4
221,"[7.445390834088812, 2.0584101102488743]",4
222,"[5.269950183722752, -4.878722565192189]",4
223,"[7.340423076935851, 1.6909243825280194]",4
224,"[6.111423757652248, -5.307107460964574]",4
225,"[6.046059554545344, -4.1570598181005085]",4
226,"[5.96857076322241, -4.745278403390965]",4
227,"[4.776344078170248, -5.409831364106494]",4
228,"[6.868011895263241, -5.38012055177592]",4
229,"[4.436854248598703, -6.999791310662064]",4
230,"[7.27210702592854, -5.793551592340259]",4
231,"[4.29625480217913, -7.89440730545009]",4
232,"[7.493562409615911, -5.704149228322219]",4
233,"[4.5310747051395115, -8.27506045357404]",4
234,"[7.450027913342565, -5.236876760996492]",4
235,"[3.7914294258566836, -9.380204266369686]",4
236,"[7.792403985134166, -9.488892175373238]",4
237,"[0.8591109547210914, 0.8230901433221876]",4
238,"[8.46960016977775, -11.091423216751936]",4
239,"[2.8004930096382297, -9.040989543004262]",4
240,"[8.81952386959267, -11.365736908623065]",4
241,"[7.1343594410577875, 5.860220448260232]",4
242,"[9.58769027150763, -11.238160842823145]",4
243,"[7.088406795322568, 6.338701430628537]",4
244,"[9.772739715654104, -10.729141777772586]",4
245,"[6.843568668904253, 7.1189043038109086]",4
246,"[9.602911252930495, -10.915606070200647]",4
247,"[6.778326614099232, 7.041046622877763]",4
248,"[9.65120049813025, -11.04730827324389]",4
249,"[6.7514355891521305, 6.966766130969684]",4
