,embedding,model
83,"[-13.533610059388565, 15.933585936171713]",0
84,"[18.18843350385785, 18.349670325004443]",0
85,"[-10.026518059356814, 4.7762547337696555]",0
86,"[23.888285747154125, 18.675570643276025]",0
87,"[-11.104641960159594, 4.094086554659341]",0
88,"[2.4318275864084944, 3.988871224581477]",0
89,"[-2.4296389550467947, -14.524148165875102]",0
90,"[-6.5013679073738455, 5.0176189312002375]",0
91,"[-11.51238697307592, -11.290316561345165]",0
92,"[-13.705189564627794, 0.38010945340031627]",0
93,"[-6.058420813470133, -0.9889915807499126]",0
94,"[18.257153265498104, -3.4021462804882345]",0
95,"[-25.764444789345077, 5.344435436154181]",0
96,"[-27.034858619360495, 6.689684547295368]",0
97,"[8.183694862716017, 4.4069922516962325]",0
98,"[0.6496320249553764, 9.245072229543897]",0
99,"[-27.646143839257167, 11.080243045578198]",0
100,"[-20.274354140581174, 11.029961064355527]",0
101,"[-5.244790488436761, 0.20953657066832884]",0
102,"[-5.631333339098789, 1.4719920003273432]",0
103,"[22.983753064229965, 1.3225809292805546]",0
104,"[-27.824271609934957, 10.193625989263127]",0
105,"[22.387731750113286, 2.9463365481444943]",0
106,"[-27.676606671487388, 7.042453126665955]",0
107,"[-27.552336596367198, 11.648226122716666]",0
108,"[-18.65815683922501, 10.432449434937013]",0
109,"[16.844274177562124, -2.7642844682113172]",0
110,"[-20.244571336877947, 10.737519823368688]",0
111,"[-8.564448736839811, -6.582351376011681]",0
112,"[1.2356332837388098, -21.312932493703187]",0
113,"[20.886759787981983, 0.2467671457598696]",0
114,"[-29.440132752936364, 13.275022757189248]",0
115,"[-20.990039792971793, 10.644936668980172]",0
116,"[9.194226046172817, 7.317805411396225]",0
117,"[-21.345212449929228, 10.959410663815339]",0
118,"[-8.231829123499452, 4.057588344495693]",0
119,"[-14.867183723552717, 4.334846070057616]",0
120,"[-16.003274794811233, 5.227187320997472]",0
121,"[9.281179179453584, 6.196029019857934]",0
122,"[-26.97499448259748, 11.876131203466993]",0
123,"[-23.02639333372696, 13.076680522049907]",0
124,"[15.100334619067196, 3.9126798900305184]",0
125,"[-29.121046822329294, 12.86985837516898]",0
126,"[-6.3739242531424845, -12.66453582677038]",0
127,"[13.41207194160508, 1.537407714459214]",0
128,"[12.317393093190013, 5.951866130498853]",0
129,"[-31.371967275398557, 12.40033044298204]",0
130,"[16.910039844771163, -0.48224443741415146]",0
131,"[-27.855733657623315, 15.917643160573773]",0
132,"[-0.18516580054906634, 23.014515371974852]",0
133,"[-6.722001994641401, 4.729764446694898]",0
134,"[20.461529979431972, 2.703416817880345]",0
135,"[-29.698135158483524, 13.694786584713825]",0
136,"[-26.454131307167724, 14.885615949269386]",0
137,"[20.235600753294786, 2.928788174346467]",0
138,"[-30.466834070280164, 12.481013810416806]",0
139,"[-2.1426323158031946, 1.1170297456351168]",0
140,"[24.53130261900312, 3.0545006927905893]",0
141,"[1.0845101835446909, 12.78360592016589]",0
142,"[-20.93880833151192, 25.642888863134235]",0
143,"[-9.202563636019864, 7.5084589045225245]",0
144,"[22.85017311612514, 11.205707241983296]",0
145,"[0.35560016607650885, 12.336547909317856]",0
146,"[13.947105481660348, 7.784859719501573]",0
147,"[22.017539412808105, 10.505003735748753]",0
148,"[35.111465156258134, 19.672710488071907]",0
149,"[35.04492354137207, 20.21503230147156]",0
150,"[34.30405211171526, 22.362667214726454]",0
151,"[34.91573179417873, 21.90696427510159]",0
152,"[35.55817984085629, 21.96508510208617]",0
153,"[38.461631485161874, 21.57800886259654]",0
154,"[39.28174664969697, 21.485130126970652]",0
155,"[40.173482998171714, 20.916379990756887]",0
156,"[41.15666261927231, 19.999890405893808]",0
157,"[40.87762548628605, 18.734045610514066]",0
158,"[41.390293923012955, 18.301060928076186]",0
159,"[42.18036500778967, 18.062660791134746]",0
160,"[43.1630762517542, 18.085995876492973]",0
161,"[45.0495477558014, 15.078019709955667]",0
162,"[46.26979784984527, 13.24702844283101]",0
163,"[43.876175203401985, 13.33774832188075]",0
164,"[-11.215572656839724, 4.0476798589988014]",0
165,"[-1.6770594006110975, -14.219719591574238]",0
166,"[3.166080283607925, 3.2895122024248704]",0
167,"[2.825302389388182, 3.578927571049866]",0
168,"[-2.493878585035923, -14.870654043793047]",0
169,"[4.091288498839761, 4.036863429996765]",0
170,"[-10.186158562671212, -11.193417593971342]",0
171,"[-8.689644772215683, -7.56527252021866]",0
172,"[-16.897251988596352, 2.8590302012998237]",0
173,"[-8.03078138245855, -9.143954098486498]",0
174,"[-8.86091074178158, -10.729061897385483]",0
175,"[1.830006787669829, -22.818894115866737]",0
176,"[3.8249058550598014, 1.8450429044856111]",0
177,"[-25.732347063586737, 7.124245050558749]",0
178,"[9.78602501053077, -0.5477759490221966]",0
179,"[4.941632750725704, 12.152418790244212]",0
180,"[-2.652733602061914, 14.690031406211023]",0
181,"[-25.85856220607835, 12.76374200277478]",0
182,"[-16.467393389673333, 0.24287404352958802]",0
183,"[-8.07398988606344, -5.724867824727168]",0
184,"[-5.13586770510514, 0.8725205816562803]",0
185,"[23.36281250845066, 0.1891264596661169]",0
186,"[-28.073515636974495, 9.944311717511255]",0
187,"[-22.64339939721986, 11.376377918905368]",0
188,"[21.683810376901132, 2.6167595165992377]",0
189,"[-28.635386060063382, 12.70170960430569]",0
190,"[-19.084059221501633, 9.928721925620316]",0
191,"[-5.106391321959195, 0.752271884436129]",0
192,"[-5.188984016933432, 2.2072880542530853]",0
193,"[11.656754911148028, 4.258744647003822]",0
194,"[-27.64099950450931, 9.969011492455838]",0
195,"[-19.800018974470245, 7.05251009679083]",0
196,"[-17.78369791982016, 4.079619091352876]",0
197,"[30.282212993068374, -19.818786945566334]",0
198,"[-31.086981046705503, 9.520299236321796]",0
199,"[-10.918157005254377, -7.858640720428296]",0
200,"[11.830677978360214, -27.47070735231009]",0
201,"[-2.1667961855603046, -17.213557512767686]",0
202,"[-12.558341428698386, 15.352756709950148]",0
203,"[-4.512552498969719, 11.671249647699435]",0
204,"[-17.07846469314142, 13.789041244942826]",0
205,"[1.6254777856490694, 27.35286497554722]",0
206,"[0.17232656492219514, 23.77356440363129]",0
207,"[-13.207767362991545, 1.2718761363687328]",0
208,"[-14.922883580298725, 2.797438587008639]",0
209,"[-16.506475394242955, 4.740802784166714]",0
210,"[-16.98285450973824, 5.120258221889845]",0
211,"[-16.85462595183814, 5.1920531893120625]",0
212,"[20.986109706992966, 2.097664913123823]",0
213,"[-30.69224239831819, 13.56955578757952]",0
214,"[8.820994376386889, 8.16881776933925]",0
215,"[-16.110326707088166, 7.586209651798765]",0
216,"[-15.533259187482708, 3.685423309694637]",0
217,"[20.96429748168307, 2.2403625212102405]",0
218,"[-31.569247306828473, 14.569643672190123]",0
219,"[-8.56604650795133, -3.259854379261225]",0
220,"[3.3500660670180458, 4.729669860193242]",0
221,"[-8.546444606784577, 4.7494585178470725]",0
222,"[12.762191452023492, 6.083410872834135]",0
223,"[-27.801864477831323, 16.748895208256695]",0
224,"[18.84326549487448, 4.575432036970287]",0
225,"[-31.445970498262128, 14.099171753985186]",0
226,"[-18.007447499525547, 11.839837778112102]",0
227,"[16.911696613699423, -0.7311106289699316]",0
228,"[12.97552994414273, 6.041027815321827]",0
229,"[-29.744343419999755, 14.988688962379868]",0
230,"[19.18554358746515, 6.665684119219028]",0
231,"[20.402098881585285, 7.993516787049074]",0
232,"[24.567830693335146, 4.171446600464083]",0
233,"[29.107443616349016, 5.69325600477696]",0
234,"[31.809542893978776, 25.46709002845456]",0
235,"[32.53883376150406, 24.833299802669664]",0
236,"[32.76013858912075, 24.694514848882076]",0
237,"[37.46156594880754, 22.01217583245067]",0
238,"[38.77371604931419, 21.893281720477585]",0
239,"[39.75053710649691, 21.223510634455305]",0
240,"[40.66285718321307, 20.233300233613377]",0
241,"[40.80464931331316, 19.770932542820706]",0
242,"[41.177105992403156, 19.308006217002173]",0
243,"[41.641145008150524, 18.79919270896746]",0
244,"[42.24718503865651, 18.37308584011567]",0
245,"[43.292948453296155, 18.403741470660503]",0
246,"[45.01752475358935, 15.252495700710933]",0
247,"[46.12820863641422, 13.454666967646723]",0
248,"[43.743800329988915, 13.392593353755228]",0
249,"[-13.923796413988116, 15.2624469267061]",0
250,"[-1.0849549667956553, -13.816890830117671]",0
251,"[2.7375647858722854, 3.5025717346142473]",0
252,"[3.802628247149245, 4.584740071674047]",0
253,"[-2.370796585623002, -14.53026875168502]",0
254,"[-5.300601795792268, 3.566716445377233]",0
255,"[-3.454874509844628, 5.385037337949739]",0
256,"[-7.40436596793623, 3.594189278270219]",0
257,"[-2.8317133773723064, -15.161233046737124]",0
258,"[-8.56347662586489, -9.395400849208787]",0
259,"[-13.880055601726117, -24.586531200076518]",0
260,"[1.3100032299976085, -23.87979802791559]",0
261,"[9.850581832370517, 2.7056256846741107]",0
262,"[5.51656352168631, 1.6815449522834187]",0
263,"[25.332934596515997, 25.75199708947929]",0
264,"[-28.267518518084, 18.956934509805258]",0
265,"[-3.0859245496012506, 12.889161045245356]",0
266,"[-3.3585013980271263, 12.154017200179872]",0
267,"[8.646300643991358, 5.173919286324375]",0
268,"[8.705464285843641, 5.008632130429733]",0
269,"[22.179957246616354, 3.5165719431569977]",0
270,"[7.971962442032694, 4.039609139813856]",0
271,"[8.803626413070681, 4.235125700290614]",0
272,"[8.31310343518618, 4.137467450692338]",0
273,"[6.779801001757694, 5.245922970965844]",0
274,"[6.331598821179911, 5.833747059313777]",0
275,"[6.0974175891536815, 6.531063935427158]",0
276,"[3.352871953546025, 8.929173199091647]",0
277,"[-15.681693540993846, 16.557804189626605]",0
278,"[24.273981837823293, 17.422661414703768]",0
279,"[-12.568754624514032, -7.1935145405097805]",0
280,"[-5.634972605332175, -24.16272003050684]",0
281,"[8.368608440465023, -6.097788578613511]",0
282,"[-3.0797949893500634, -16.884915121374686]",0
283,"[-8.504445363424047, 19.428383670439334]",0
284,"[-22.178070300433195, -24.535522054671066]",0
285,"[14.373338925121182, -26.921778135411376]",0
286,"[29.781882080537553, -8.355538997790912]",0
287,"[-34.22000466286412, 6.786186010931906]",0
288,"[-29.509096081279885, 14.536379066494009]",0
289,"[-22.281175710035413, 11.785190804305396]",0
290,"[-8.94502596742383, 28.939860546879817]",0
291,"[-28.090844284243445, 18.31127369396092]",0
292,"[-23.322800130283746, 13.087937170224304]",0
293,"[-19.4500832006032, 7.276304760190993]",0
294,"[-19.34377590682366, 7.090539662490772]",0
295,"[8.58299001956189, 5.901199769134909]",0
296,"[-27.214817503549387, 12.275527637258824]",0
297,"[-21.342438329472678, 10.337698169278763]",0
298,"[12.755330804194994, 4.619152603617366]",0
299,"[-27.403206161772047, 14.290886817775217]",0
300,"[16.924998571821014, -1.107929021098777]",0
301,"[-21.5805979495329, 12.117986066577531]",0
302,"[-3.285366368689838, 9.627137881973399]",0
303,"[-27.217744074156403, 14.920549509120216]",0
304,"[-8.224245678293643, 3.901058828110909]",0
305,"[10.36621627113435, 6.2491977092421775]",0
306,"[-26.260741776341547, 14.51706505342414]",0
307,"[19.82256063379512, 3.579315394018476]",0
308,"[-31.099066580422015, 13.72145859809038]",0
309,"[-18.01762835810706, 11.481633312550978]",0
310,"[-6.317510277328285, 4.139495079585664]",0
311,"[-9.016996941955153, 4.146682722660764]",0
312,"[-13.148481474250042, 3.361240594806273]",0
313,"[19.869426114118035, 3.5639224920619696]",0
314,"[-31.495147682143575, 14.51054341365539]",0
315,"[-19.598340628407467, 12.89070814471105]",0
316,"[-6.9955683443578645, 4.408235960250274]",0
317,"[-9.41879629872572, 4.356484264322008]",0
318,"[19.834451637993137, 3.8780685042591645]",0
319,"[-31.42447971482531, 14.868601207596862]",0
320,"[19.176867882093255, 6.143667161181534]",0
321,"[13.014430614070458, 9.609417263009249]",0
322,"[26.165890090416532, 5.45054133502958]",0
323,"[34.09496344246144, 19.626851520498157]",0
324,"[34.55056148433448, 20.872443765942364]",0
325,"[34.92238735491292, 21.197379107649102]",0
326,"[35.396487128944656, 20.831561992245636]",0
327,"[35.32802359282164, 21.540115233405864]",0
328,"[38.6912573959216, 21.173921828986828]",0
329,"[39.717072379541904, 21.119243534930057]",0
330,"[40.3410379816049, 20.84160093426832]",0
331,"[40.898806841842365, 20.03940668090929]",0
332,"[40.84950157948982, 19.14143819734362]",0
333,"[41.33036590032142, 18.898325960643653]",0
334,"[41.81387670464273, 18.45400474524276]",0
335,"[42.575564325799725, 18.10736002159367]",0
336,"[45.095299943481194, 15.326562359789046]",0
337,"[45.70252537537883, 13.481275472516765]",0
338,"[45.52577997466341, 13.783978614646568]",0
339,"[-13.564173496454032, 15.2759742707237]",0
340,"[18.022789465044415, 18.186757149531093]",0
341,"[2.378796448955065, 3.2475402905811808]",0
342,"[16.7940226898993, 10.702637065534711]",0
343,"[-2.5131587577830223, -14.896214378777376]",0
344,"[24.87085694687479, 3.637609434492136]",0
345,"[-10.34323712505465, -11.296945661595448]",0
346,"[-2.0555244644915525, -21.33678075169688]",0
347,"[3.742671522609607, 2.6914226121543017]",0
348,"[-9.257364705130318, 5.879678563382998]",0
349,"[-21.205224345264302, -22.791602121641926]",0
350,"[-9.520464968289518, -10.308193470973267]",0
351,"[17.711372243369787, -6.573160211446133]",0
352,"[5.87065808869189, 2.4700699156798476]",0
353,"[-1.4828651062961298, 12.615293123347456]",0
354,"[-2.861955558109442, 12.341189144071253]",0
355,"[-2.5578377219171147, 14.07689803982271]",0
356,"[-11.07913888511553, 8.333779060247313]",0
357,"[-12.548974247425797, 8.452499298436512]",0
358,"[-12.921768353086165, 9.295918598140382]",0
359,"[-12.171856883943553, 8.60187569579385]",0
360,"[22.8939577065573, 2.503188515848667]",0
361,"[-26.92194680506318, 11.460915922916415]",0
362,"[-15.864403071282764, 5.197108047908539]",0
363,"[-6.6389117024587385, 5.807049173416013]",0
364,"[-14.12682360329017, 8.227027830926133]",0
365,"[21.77762647104201, 1.8950554804142816]",0
366,"[8.943342735958858, 4.661597275975466]",0
367,"[-28.78280986348634, 11.846010861606397]",0
368,"[-21.015493365644947, 11.38026357976369]",0
369,"[18.66706828316453, -2.799897794470419]",0
370,"[-25.347185795050144, 13.151234528921835]",0
371,"[-7.725059006374234, 3.533910308269187]",0
372,"[-11.02542189019096, -8.462414851804045]",0
373,"[1.1712999379441527, -21.369707338037866]",0
374,"[-12.335646654162582, 13.345533390193886]",0
375,"[-12.98847596671354, 8.528397016046613]",0
376,"[-14.330141849093879, 6.212499440953586]",0
377,"[-14.786924588664085, 6.823927474800366]",0
378,"[32.92097811011083, 2.1622194126351952]",0
379,"[-30.657717955203758, 15.67804720567572]",0
380,"[10.499162269108458, 34.32498562115308]",0
381,"[6.300199389541049, -2.7027122653041924]",0
382,"[23.438408118848457, -0.3767941807169738]",0
383,"[-24.58209913754854, 12.894050237047884]",0
384,"[-26.76274368822641, 16.792507527591884]",0
385,"[-13.309774710684426, 4.90445766851314]",0
386,"[-13.160436026854194, 4.061851310136569]",0
387,"[18.686852251980433, 4.193300201867122]",0
388,"[-27.891362633938375, 13.997141017663628]",0
389,"[-19.307839550914537, 12.19974445115416]",0
390,"[9.451702958280816, 7.033628475343944]",0
391,"[-12.67478741260318, 4.212882999858334]",0
392,"[21.085763430895966, 2.0611106748258226]",0
393,"[-30.724928529487567, 13.871772824575231]",0
394,"[-10.512623428701989, 3.842690250129575]",0
395,"[-8.99307501239807, 5.082340056836695]",0
396,"[-8.401429126247091, 3.1736778503334855]",0
397,"[-15.477102664015229, 7.172218186498901]",0
398,"[13.306950618028758, 5.8990001878727405]",0
399,"[-27.990519529144077, 17.13736120350106]",0
400,"[-22.526277435342877, 13.578279275400211]",0
401,"[14.342858487193988, 5.010456343795815]",0
402,"[-26.750380366078566, 15.831711549941685]",0
403,"[8.875276796685833, 9.591875207075917]",0
404,"[-15.349517954175646, 7.694570368447449]",0
405,"[-12.97482928791496, 5.342409960273307]",0
406,"[18.422146136527953, 5.020574002034066]",0
407,"[-28.463441126579884, 18.414152262601483]",0
408,"[17.802740039796493, 6.091202887523675]",0
409,"[-30.24362841046587, 14.941502402786504]",0
410,"[20.326510617559745, 4.631190804934653]",0
411,"[-22.62500589803871, 18.100161215503057]",0
412,"[25.159110552793734, 4.889181012244856]",0
413,"[36.069978819161385, 19.673899130591444]",0
414,"[34.99413457323438, 21.794880469531538]",0
415,"[36.058196102002675, 20.776601561873562]",0
416,"[38.05629979494776, 22.923780046764747]",0
417,"[38.13824902813774, 23.170762873633407]",0
418,"[38.368580265691044, 22.927991108687735]",0
419,"[39.04701677841175, 22.21177997300401]",0
420,"[39.99113163220134, 21.77305597094251]",0
421,"[40.733516755599545, 21.325144182689225]",0
422,"[41.08189642504788, 21.15827733209028]",0
423,"[41.67893902925757, 20.669880296835263]",0
424,"[42.372491920320236, 19.998850186175158]",0
425,"[43.11709482146485, 19.51977030360986]",0
426,"[43.28046529964826, 18.92786639012393]",0
427,"[45.04261927841514, 15.624367555009794]",0
428,"[44.918757185693714, 13.679303724888099]",0
429,"[41.583833514126766, 13.03415034109228]",0
430,"[42.58365903642274, 13.206678271115287]",0
431,"[39.5577825451667, 13.129343285095073]",0
432,"[38.599753594795516, 13.028237395430068]",0
433,"[38.88069581404256, 13.124001592909202]",0
434,"[38.390062434610606, 12.825836228283492]",0
435,"[38.62521740408883, 12.80813820783328]",0
436,"[39.66290927117647, 13.056960104799156]",0
437,"[39.15863278550496, 12.755785501859876]",0
438,"[39.93811771421739, 13.019557373301806]",0
439,"[39.05897387543649, 12.49711929391272]",0
440,"[40.78135970930409, 13.266577273578784]",0
441,"[38.446800180824155, 12.178135155125577]",0
442,"[42.11435005002401, 13.522241322357868]",0
443,"[37.61923753177503, 12.324710982368693]",0
444,"[42.94537458789816, 13.705650081191784]",0
445,"[37.68095519298569, 12.29734735942269]",0
446,"[42.90353849957659, 13.633534458234998]",0
447,"[38.09613631954725, 12.056295149499537]",0
448,"[41.925781168571106, 13.28552814847914]",0
449,"[38.67069695541762, 11.95887220598702]",0
450,"[41.207623838252196, 12.98550588485039]",0
451,"[39.23156325204654, 12.038833450345427]",0
452,"[40.70549190486526, 12.71804963723479]",0
453,"[39.740667894396466, 12.181879291781124]",0
454,"[40.769002585305515, 12.40890405523948]",0
455,"[-8.92304797851487, 19.103942030592002]",0
456,"[-3.8662664972213916, -14.05180078323225]",0
457,"[24.111088933448137, 18.956951516721055]",0
458,"[-13.495922557820311, 16.017169181814488]",0
459,"[-3.4675977585622535, -14.324435952490527]",0
460,"[7.565305284922411, 15.9332099315522]",0
461,"[-4.748612978841754, -15.048891279729359]",0
462,"[7.304240951681655, 16.11080050689733]",0
463,"[-12.045220319441807, -11.569273535418384]",0
464,"[-12.392685008235127, -11.394832644673999]",0
465,"[-12.541289807475838, -6.697036496350446]",0
466,"[8.70423821026334, 8.644318438006387]",0
467,"[-12.536327264867712, 8.955290968182195]",0
468,"[-15.795842528916491, 12.514283784563773]",0
469,"[-25.956949962563886, 17.27112979720832]",0
470,"[-3.9083686274756957, 12.671927366695982]",0
471,"[-3.884854997284965, 11.968464409507197]",0
472,"[-23.26410394073824, 12.4695181923445]",0
473,"[14.344283875077263, 6.073036970944732]",0
474,"[-28.721557694577275, 12.183547299321027]",0
475,"[12.611500851437722, 6.64601906721488]",0
476,"[13.901508680499767, 7.021948016777632]",0
477,"[0.33523133552081763, 11.966496118460695]",0
478,"[0.4591417856896814, 12.250457063283255]",0
479,"[-1.3160336935283645, 12.584068132818613]",0
480,"[31.343377716420743, 18.858561995870012]",0
481,"[3.2211298283901137, 12.585196763777471]",0
482,"[-0.3694023921446004, 12.651506984843884]",0
483,"[31.277552662758424, 18.903410241907615]",0
484,"[3.8580060142784816, 12.69121410065719]",0
485,"[-14.481520387128567, 12.953097508698173]",0
486,"[8.514011792951212, 40.145269227033516]",0
487,"[8.24908463610619, -13.991798074944485]",0
488,"[19.254216402187865, -24.594867160137223]",0
489,"[7.641212005525779, -12.935119391559766]",0
490,"[20.084973890975732, 12.390247248461897]",0
491,"[19.834323558995315, 15.849794394341833]",0
492,"[8.8735567270306, -12.684069083595741]",0
493,"[8.987842636508258, -12.639904753676863]",0
494,"[24.821845231089434, 3.577625644638932]",0
495,"[23.790216648455768, 34.65727040659921]",0
496,"[22.161291339587052, 10.114039645165807]",0
497,"[22.83306698584695, 11.14285078553139]",0
498,"[23.458972836973476, 20.296679099769076]",0
499,"[31.50655390961776, 18.302683408523805]",0
500,"[19.25732727975793, -15.895108408291774]",1
501,"[2.2391616091220508, 28.509324311777963]",1
502,"[7.875654459579828, 36.79413160500221]",1
503,"[0.8993747881133992, 28.133745916253616]",1
504,"[0.3814583671996606, 28.458205211414754]",1
505,"[0.4576346050740195, 28.430555867325452]",1
506,"[0.3217222413015953, 28.184100199161538]",1
507,"[26.733898188090492, 25.209686403277573]",1
508,"[26.830461042982268, 25.054985988213907]",1
509,"[32.985513125060294, -4.589443918890961]",1
510,"[-32.44985422442085, 18.04546935032086]",1
511,"[-4.417369618332869, -9.328599491081098]",1
512,"[-4.555692064113694, -9.37547229748107]",1
513,"[13.200077898543885, -20.02557877400589]",1
514,"[-33.0046241526541, 16.63903786515744]",1
515,"[-4.468499110729246, -22.15311498076949]",1
516,"[12.891391266981994, -20.169586905432507]",1
517,"[0.13133029139813457, -9.788504898131919]",1
518,"[-22.740253177843417, -2.5805424422140164]",1
519,"[-4.72618084619922, 0.39938650439469475]",1
520,"[-23.509581617904775, -21.784179366370388]",1
521,"[-5.951767762639284, -20.697217838015465]",1
522,"[15.215866045201711, -31.56077051314632]",1
523,"[-4.197105839819725, -22.95943575384697]",1
524,"[17.46518873988722, -3.526769936273049]",1
525,"[-24.762380878197547, -23.134002959861423]",1
526,"[-1.5867821828170443, -22.30122158354122]",1
527,"[15.384618563372909, -15.184758761148293]",1
528,"[-24.456904381038427, -22.547315325252907]",1
529,"[-3.267663086800583, -23.74830101990153]",1
530,"[3.999382279583921, -22.451458432273228]",1
531,"[-17.975820871678973, -18.76857938376477]",1
532,"[-8.070908103302688, -34.217596359947386]",1
533,"[-6.196503709953743, -42.34296771127818]",1
534,"[-0.7695750325983668, -36.75193665885957]",1
535,"[-28.769905991418806, -12.107129671203705]",1
536,"[-1.5480705177834007, -38.842985944728106]",1
537,"[1.045926206218841, -31.458079953072154]",1
538,"[-11.920751248388441, -30.496100077854422]",1
539,"[-4.373455904661794, -42.42986462546877]",1
540,"[-2.779478758035956, -41.539302328316865]",1
541,"[-1.3483970451722571, -39.317474492616896]",1
542,"[-5.872434496371233, -46.670668634166475]",1
543,"[-29.96372556480412, -12.319691933361781]",1
544,"[-5.769053002386959, -42.409425433098406]",1
545,"[-4.933333210157763, -43.07844460312332]",1
546,"[-2.242255689602351, -39.88224024842813]",1
547,"[-3.7181957794029765, -40.851419014231915]",1
548,"[-4.527962606472312, -44.11854669594725]",1
549,"[-2.812605248017221, -41.90060764388794]",1
550,"[-5.350950115565913, -45.257028292084144]",1
551,"[-4.26754394378456, -46.564643150812024]",1
552,"[-5.35690000524379, -45.49140174068913]",1
553,"[-3.835883244239299, -45.50004135014653]",1
554,"[36.90813315526257, -27.127192639140723]",1
555,"[17.15789362034406, -9.355919159891526]",1
556,"[37.15666443827054, -27.668161102711654]",1
557,"[21.899366089759372, -19.4384246093236]",1
558,"[21.558656793595468, -20.314918341569026]",1
559,"[23.498169526007864, -21.35488438218146]",1
560,"[42.45623832943856, 6.6018921273013405]",1
561,"[42.46454034171505, 8.496855812594054]",1
562,"[42.51882612937304, 8.25411696518122]",1
563,"[42.47900992875536, 7.9652958933291735]",1
564,"[42.19462169824995, 8.265980392861486]",1
